,doc_name,qualifications,specialities,verification_label,practo_score,practo_votes,description,clinics
425,Dr. Rajkumar Jain,"MS - Ophthalmology, MBBS","Ophthalmologist/ Eye Surgeon, 17 Years Experience",Medical Registration Verified,90,10.0,"Dr. Rajkumar Jain is an Ophthalmologist/ Eye Surgeon in Goregaon West, Mumbai and has an experience of 17 years in this field. Dr. Rajkumar Jain practices at Dr Raaj Eye Centre in Goregaon West, Mumbai. He completed MS - Ophthalmology from Sri Devaraj Urs medical College, Bangalore University in 2000 and MBBS from Krishna Institute of Medical Sciences, Karad in 1996.<br/><br/> He is a member of All India Ophthalmological Society, Bombay Ophthalmologists' Association (BOA), Maharashtra Ophthalmological Society and Delhi Ophthalmological Society (DOS). Some of the services provided by the doctor are: Glaucoma Evaluation / Treatment, Retina Surgery and Lasik, Eye Checkup - General, Cataract Surgery and Eye Surgery etc.<br/><br/> You can get the phone number of Dr. Rajkumar Jain on Practo.com.","{'0': {'city': 'Mumbai', 'locality': 'Goregaon West', 'clinic_geo_coordinates': {'latitude': 19.1669366, 'longitude': 72.84837}, 'clinic_address': '8, Tripathi Bhavan Number 1, Aarey Cross Road, Landmark : Near Chintamani Jain Temple & Next to Aarey Fatak, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/clinic/dr-raaj-eye-centre-goregaon-west', 'clinic_timings': ' MON - SAT 10:30 AM - 1:30 PM5:30 PM - 8:30 PM ', 'clinic_name': 'Dr Raaj Eye Centre'}}"
426,Dr. Sanjiv K Maru,"MBBS, MS - Ophthalmology, DNB - Ophthalmology, DOMS, Fellowship in Vitreoretinal Surgery( Sankara Nethralaya)","Ophthalmologist/ Eye Surgeon, 11 Years Experience",Medical Registration Verified,91,11.0,"Dr. Sanjiv K Maru is an Ophthalmologist/ Eye Surgeon in Borivali West, Mumbai and has an experience of 11 years in this field. Dr. Sanjiv K Maru practices at Siddhivinayak Eye & Skin Clinic which has three braches. First is in Borivali west, second is in Babhai Naka and third is in Mandapeshwar. He completed MBBS from Grant Medical College, JJ group of Hospitals Mumbai in 2001, MS - Ophthalmology from G.S Medical College in 2004 and DNB - Ophthalmology from K E M Hospita, and Seth G S Medical College Mumbai in 2008.<br/><br/>He is a member of Bombay Ophthalmologists' Association (BOA), VRSI and MOS. Some of the services provided by the doctor are: Cataract, Lasik & Laser, Retina, Ophthalmology, Oculoplasty and Cornea etc. You can get the phone number of Dr. Sanjiv K Maru on Practo.com.","{'1': {'city': 'Mumbai', 'locality': 'Borivali West', 'clinic_geo_coordinates': {'latitude': 19.241867298462, 'longitude': 72.854527677409}, 'clinic_address': 'Mandapeshwar Krupa, SVP Road, Landmark : Opposite to  St. Francis College Gate & Near Bhagawati Hospital, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/clinic/siddhivinayak-borivali-west', 'clinic_timings': ' TUE - FRI 6:30 PM - 8:30 PM ', 'clinic_name': 'Siddhivinayak Eye & Skin clinic'}, '0': {'city': 'Mumbai', 'locality': 'Borivali West', 'clinic_geo_coordinates': {'latitude': 19.22813621647, 'longitude': 72.846211194992}, 'clinic_address': 'A-002, Gayatri Krupa, Near Damodar Chemist, Between Vazira Naka & Babhai Naka, LT Road, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/clinic/siddhivinayak-eye-and-skin-clinic-borivali-west', 'clinic_timings': ' MON 6:30 PM - 8:30 PM TUE - FRI 10:00 AM - 1:00 PM SAT 10:00 AM - 1:00 PM6:30 PM - 8:30 PM ', 'clinic_name': 'Siddhivinayak Eye clinic'}, '2': {'city': 'Mumbai', 'locality': 'Borivali West', 'clinic_geo_coordinates': {'latitude': 19.076962941363, 'longitude': 72.878820821643}, 'clinic_address': '303, Vini Elegance, 3rd Floor, L.T. Road, Landmark : Above Tanishq Jewellers & Near Manubhai Jewellers, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/clinic/siddhivainayak-eye-clinic-borivali-west', 'clinic_timings': ' ON - CALL Visits on prior appointments. ', 'clinic_name': 'Siddhivinayak Eye & Skin Clinic'}}"
427,Dr. N. S. Athanikar,"MBBS, DOMS, MS - Ophthalmology","Ophthalmologist/ Eye Surgeon, 37 Years Experience",Medical Registration Verified,Not Scored,0.0,"Dr. N. S. Athanikar is an Ophthalmologist/ Eye Surgeon in Vileparle East, Mumbai and has an experience of 37 years in this field. Dr. N. S. Athanikar practices at Parle Eye Clinic in Vileparle East, Mumbai. He completed MBBS from Topiwala National Medical College and Nair Hospital,Mumbai in 1972, DOMS from Topiwala National Medical College and Nair Hospital,Mumbai in 1974 and MS - Ophthalmology from Topiwala National Medical College and Nair Hospital,Mumbai in 1976.<br/><br/> He is a member of Indian Medical Association (IMA), All India Ophthalmological Society, Vileparle medical Club and Bombay Ophthalmologists' Association (BOA). Some of the services provided by the doctor are: Visual Field Test and Neuro Ophthalmology etc.<br/><br/> You can get the phone number of Dr. N. S. Athanikar on Practo.com.","{'0': {'city': 'Mumbai', 'locality': 'Vileparle East', 'clinic_geo_coordinates': {'latitude': 19.098134, 'longitude': 72.845934}, 'clinic_address': '12/A, Dharam Prem Apts, Nehru Road, Landmark : Above Shiv Sagar Restaurant, Mumbai, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/clinic/parle-eye-clinic-vileparle-east', 'clinic_timings': ' MON - FRI 4:30 PM - 8:00 PM SAT 1:30 PM - 4:00 PM ', 'clinic_name': 'Parle Eye Clinic'}}"
428,Dr. Rahul Navalkar,"MBBS, DNB - Ophthalmology, DOMS","Ophthalmologist/ Eye Surgeon, 17 Years Experience",Medical Registration Verified,97,153.0,"Dr. Rahul Navalkar is an Ophthalmologist/ Eye Surgeon in Kandivali East, Mumbai and has an experience of 17 years in this field. Dr. Rahul Navalkar practices at Gulmohur Eye Clinic in Kandivali East, Mumbai. He completed MBBS, DNB - Ophthalmology, and DOMS.<br/><br/>He is a member of American Academy of Ophthalmology (AAO), European Society of Cataract and Refractive Surgeons (ESCRS), All India Ophthalmological Society, Bombay Ophthalmologists' Association (BOA), Association of Medical Consultants and Indian Medical Association (IMA). Some of the services provided by the doctor are Diabetic Eye Checkup, Pediatric, Laser Refractive & Cataract Surgery, LASIK Eye Surgery and Phacoemulsification Surgery etc You can get the phone number of Dr. Rahul Navalkar on Practo.com.","{'1': {'city': 'Mumbai', 'locality': 'Khar West', 'clinic_geo_coordinates': {'latitude': 19.06855698923567, 'longitude': 72.83511221408844}, 'clinic_address': '#724, 11th Road, Marvalla buliding, Landmark: Near Khar Telephone Exchange, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/hospital/hinduja-healthcare-surgical-hospital-khar-khar-west', 'clinic_timings': ' WED 1:00 PM - 3:00 PM ', 'clinic_name': 'Hinduja HealthCare Surgical Hospital'}, '0': {'city': 'Mumbai', 'locality': 'Kandivali East', 'clinic_geo_coordinates': {'latitude': 19.199992, 'longitude': 72.856304}, 'clinic_address': '15, Ashok Nagar, Cross Road Number 1, Landmark : Near Big Bazaar, Rajguru Flyover &  Ganesh Store, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/clinic/gulmohur-eye-clinic-kandivali-east', 'clinic_timings': ' MON - FRI 10:00 AM - 12:00 PM3:00 PM - 8:00 PM SAT 10:00 AM - 12:00 PM ', 'clinic_name': 'Gulmohur Eye Clinic'}}"
429,Dr. Sushmita Shah,"DNB - Ophthalmology, Fellowship, Fellowship, MBBS","Ophthalmologist/ Eye Surgeon, 17 Years Experience",Medical Registration Verified,100,89.0,"Dr Sushmita G Shah, is Ophthalmologist with superspeciality training in Cornea and Refractive Surgery.She is Consultant Ophthalmologist at Lilavati Hospital, Bandra(W), Eye Life, Khar(W) and Netra Mandir(Borivli). She has completed her Postgraduation in Ophthalmology from the prestigious Sankara Nethralaya, Chennai followed by Cornea and Refractive Surgery fellowship from the prestigious L V Prasad Eye Institute, Hyderabad. She is also a fellow of the International Council of Ophthalmology and has been awarded Fellowship in Cornea at the world renowned, Massachusetts Eye and Ear Infirmary, Harvard Medical School, Boston, USA. She has also worked as a Faculty at L V Prasad Eye Institute, GMRV Campus. <br/><br/>Her areas of interest include corneal transplantation including lamellar transplants, Corneal infections and ulcers, Ocular Surface disease and stem cell transplantation, Keratoconus management, LASIK and other refractive procedures You can get the phone number of Dr. Sushmita Shah on Practo.com.","{'1': {'city': 'Mumbai', 'locality': 'Borivali West', 'clinic_geo_coordinates': {'latitude': 19.241699528892237, 'longitude': 72.85497263073921}, 'clinic_address': 'Netra Mandir, Madona Colony Road, Borivali West, Landmark: Near Bhagwati Hospital, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/clinic/netra-mandir-borivali-west', 'clinic_timings': ' MON - WED 3:00 PM - 5:00 PM ', 'clinic_name': 'Netra Mandir'}, '0': {'city': 'Mumbai', 'locality': 'Khar West', 'clinic_geo_coordinates': {'latitude': 19.074704327243, 'longitude': 72.834393382072}, 'clinic_address': '204-205, Linking Road, 2nd Floor, Ram Krishna Chambers, Landmark : Next To Noble Chemist & Singh Musical Instruments & Above Raymonds, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/hospital/eye-life-hospital-khar-west', 'clinic_timings': ' MON - SAT 10:30 AM - 1:30 PM ', 'clinic_name': 'Eye Life'}}"
430,Dr. Devang T Shah,"MS - Ophthalmology, DNB - Ophthalmology, Fellowship in Glaucoma, MBBS","Ophthalmologist/ Eye Surgeon, 16 Years Experience",Medical Registration Verified,Not Scored,0.0,"Dr. Devang T Shah is an Ophthalmologist/ Eye Surgeon in Ghatkopar East, Mumbai and has an experience of 16 years in this field. Dr. Devang T Shah practices at Dewang Nursing Home in Ghatkopar East, Mumbai. He completed MS - Ophthalmology from JNMC, Wardha in 2005, DNB - Ophthalmology from National Board of Examinations, New Delhi in 2005 and Fellowship in Glaucoma from Shankar Nethralaya in 2007.<br/><br/> He is a member of Maharastra Medical Council.<br/><br/> You can get the phone number of Dr. Devang T Shah on Practo.com.","{'0': {'city': 'Mumbai', 'locality': 'Ghatkopar East', 'clinic_geo_coordinates': {'latitude': 19.075984, 'longitude': 72.877656}, 'clinic_address': '2nd Floor Bhaveshwar Market, M G Road, Ghatkopar East. Landmark:Next To Gandhi Market & Pooja Hotel, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/clinic/dewang-nursing-home-ghatkopar-east', 'clinic_timings': ' MON - SAT 4:30 PM - 7:30 PM ', 'clinic_name': 'Dewang Nursing Home'}}"
431,Dr. Ryan DSouza,"MS - Ophthalmology, DNB","Ophthalmologist/ Eye Surgeon, 17 Years Experience",Medical Registration Verified,100,31.0,Dr. Ryan Dsouza is Cataract and Refractive Surgeon with under 17 years of experience. You can book an instant appointment with Dr. Ryan DSouza on Practo.com.,"{'0': {'city': 'Mumbai', 'locality': 'Bandra West', 'clinic_geo_coordinates': {'latitude': 19.05552641394426, 'longitude': 72.83315420150757}, 'clinic_address': '#4, Hilton, 35A, 1st Floor, Hill Road, Sayed Wadi, Ranwar, Landmark : Opposite Eleco Arcade Shopping Centre, Near Globus Cinema and Reliance Trends, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/hospital/ceds-eye-hospital-bandra-west-1', 'clinic_timings': ' MON - WED, FRI 4:00 PM - 8:00 PM THU, SAT 10:00 AM - 2:00 PM ', 'clinic_name': 'CEDS Eye Hospital'}}"
432,Dr. Alpa Jain,"MBBS, MS - Ophthalmology","Ophthalmologist/ Eye Surgeon, 21 Years Experience",Medical Registration Verified,99,74.0,"Dr. Alpa Jain is an Ophthalmologist/ Eye Surgeon in Andheri, Mumbai and has an experience of 21 years in this field. Dr. Alpa Jain practices at Eye Clinic in Andheri, Mumbai. She completed MBBS from MP Shah Medical College,Jamnagar in 1992 and MS - Ophthalmology from MP Shah Medical College,Jamnagar in 1996.<br/><br/> Some of the services provided by the doctor are: Cataract Surgery, Yag Iridotomy, Diabetic Eye Checkup, Ophthalmologic examinations and Glaucoma Evaluation / Treatment etc.<br/><br/> You can get the phone number of Dr. Alpa Jain on Practo.com.","{'0': {'city': 'Mumbai', 'locality': 'Andheri', 'clinic_geo_coordinates': {'latitude': 72.870026, 'longitude': 19.134628}, 'clinic_address': '1, Dheeraj Garden Building, Poonam Nagar, Andheri East, Landmark : Off Mahakali Caves Road, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/clinic/eye-clinic-andheri', 'clinic_timings': ' MON - THU 10:30 AM - 12:30 PM6:00 PM - 7:00 PM FRI - SAT 6:15 PM - 7:00 PM ', 'clinic_name': 'Eye Clinic'}}"
433,Dr. Neha Dholakia,"DNB - Ophthalmology, DOMS, FCPS - Mid. & Gynae, ICO, MBBS","Ophthalmologist/ Eye Surgeon, 20 Years Experience",Medical Registration Verified,100,211.0,"Dr. Neha Dholakia is an Ophthalmologist/ Eye Surgeon in Nana Chowk, Mumbai and has an experience of 20 years in this field. Dr. Neha Dholakia practices at Dholakia Eye Clinic in Nana Chowk, Mumbai. She completed DNB - Ophthalmology from KEM Hospitsl in 1999, DOMS from KEM Hospital in 1998 and FCPS - Mid. & Gynae from KEM Hospital in 1999.<br/><br/> Some of the services provided by the doctor are: Optical 'A' Scan, Lab, X-Ray, Topography and Intra ocular  pressure measurement etc.<br/><br/> You can get the phone number of Dr. Neha Dholakia on Practo.com.","{'0': {'city': 'Mumbai', 'locality': 'Nana Chowk', 'clinic_geo_coordinates': {'latitude': 18.961841, 'longitude': 72.813382}, 'clinic_address': '22, Kailash Darshan Building, 6th Floor, Kennedy Bridge, Landmark : Above IDBI Bank, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/clinic/dholakia-eye-centre-nana-chowk', 'clinic_timings': ' MON - FRI 12:30 PM - 5:00 PM ', 'clinic_name': 'Dholakia Eye Clinic'}}"
434,Dr. Sangeeta A. Raut,"FRCS - General Surgery, DNB - Ophthalmology, FCPS(Opthalmology)","Ophthalmologist/ Eye Surgeon, 14 Years Experience",Medical Registration Verified,Not Scored,0.0,Consulting Eye surgeon with specialisation in Phacoemulsification  and Glaucoma  You can get the phone number of Dr. Sangeeta A. Raut on Practo.com.,"{'1': {'city': 'Mumbai', 'locality': 'Kalina', 'clinic_geo_coordinates': {'latitude': 19.078828619592578, 'longitude': 72.86046981811523}, 'clinic_address': 'Vohra Galaxy Building, B 103, 1st Floor, ICICI Next Lane, Kalina Market, Landmark: Opposite To Veena Studio, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/clinic/prashanti-eye-centre-kalina-1', 'clinic_timings': ' MON, WED, FRI 12:00 PM - 2:00 PM ', 'clinic_name': 'Prashanti Eye Centre'}, '0': {'city': 'Mumbai', 'locality': 'Khar West', 'clinic_geo_coordinates': {'latitude': 19.0730892751807, 'longitude': 72.8351714060409}, 'clinic_address': 'Landmark: Ahimsa Marg, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/hospital/prashanth-eye-centre-kalina', 'clinic_timings': ' MON, WED, FRI 12:30 PM - 2:30 PM ', 'clinic_name': 'Kumar Clinic'}, '3': {'city': 'Mumbai', 'locality': 'Bandra East', 'clinic_geo_coordinates': {'latitude': 19.059844, 'longitude': 72.852553}, 'clinic_address': 'S/341, MIG Colony, Kala Nagar, Landmark : Near Chetna College, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/hospital/guru-nanak-hospital-bandra-east', 'clinic_timings': ' MON - SAT 6:00 PM - 7:30 PM ', 'clinic_name': 'Guru Nanak Hospital'}, '2': {'city': 'Mumbai', 'locality': 'Khar West', 'clinic_geo_coordinates': {'latitude': 19.074147, 'longitude': 72.832568}, 'clinic_address': '14th A Road,Ahimsa Marg, Khar (West), Mumbai - 400052, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/clinic/kumar-clinic-29-khar-west', 'clinic_timings': ' MON - SAT 10:00 AM - 7:00 PM ', 'clinic_name': 'Kumar Clinic'}}"
435,Dr. Utsav Patel,"MBBS, DNB - Ophthalmology, Fellowship in Phaco & Refractive surgery","Ophthalmologist/ Eye Surgeon, 8 Years Experience",Medical Registration Verified,99,261.0,"Dr. Utsav Patel is an Ophthalmologist/ Eye Surgeon and Cataract and Refractive Surgeon in Kandivali East, Mumbai and has an experience of 8 years in these fields. Dr. Utsav Patel practices at Patel Eye Care - Super Speciality Eye Clinic in Kandivali East, Mumbai. He completed MBBS from MIMER Medical  College in 2008, DNB - Ophthalmology from Drashti Netralaya in 2013 and Fellowship  in Phaco &   Refractive   surgery from Nethradhama  Supersceciality Eye   Hospital in 2015.<br/><br/> He is a member of All India Ophthalmological Society, Bombay Ophthalmologists' Association (BOA), Delhi Ophthalmological Society (DOS) and Kandivali Medical Association. Some of the services provided by the doctor are: Visual Field Test, Diabetic Retinopathy Screening/ Treatment, Eye Muscle Surgery, keratoplasty and Corneal Transplantation etc.<br/><br/> You can book an instant appointment with Dr. Utsav Patel on Practo.com.","{'0': {'city': 'Mumbai', 'locality': 'Kandivali East', 'clinic_geo_coordinates': {'latitude': 25.5993528, 'longitude': 85.1300205}, 'clinic_address': '#10-A, Vaishnav Villa, Thakur Complex, Landmark : Near Hotel Avenue, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/clinic/patel-eye-care-super-speciality-eye-clinic-kandivali-east', 'clinic_timings': ' MON - SAT 10:00 AM - 2:00 PM4:00 PM - 9:00 PM ', 'clinic_name': 'Patel Eye Care - Super Speciality Eye Clinic'}}"
436,Dr. Ahuja Arjun Sadhuram,"MBBS, DOMS, MS - Ophthalmology","Ophthalmologist/ Eye Surgeon, 37 Years Experience",Medical Registration Verified,Not Scored,0.0,"Dr. Ahuja Arjun Sadhuram is an Ophthalmologist/ Eye Surgeon in Lamington Road, Mumbai and has an experience of 37 years in this field. Dr. Ahuja Arjun Sadhuram practices at Sadhu Kamal Eye Hospital in Lamington Road, Mumbai. He completed MBBS from B.Y.L. Nair Hospital, Mumbai in 1979, DOMS from College of Physicians & Surgeons- Parel in 1982 and MS - Ophthalmology from B.Y.L. Nair Hospital, Mumbai in 1983.<br/><br/> Some of the services provided by the doctor are: Corneal Surgery, Squint, Basal Cell Carcinoma, Pterygium and Cataract Surgery etc.<br/><br/> You can book an instant appointment with Dr. Ahuja Arjun Sadhuram on Practo.com.","{'0': {'city': 'Mumbai', 'locality': 'Lamington Road', 'clinic_geo_coordinates': {'latitude': 18.966502651945813, 'longitude': 72.81971096992493}, 'clinic_address': '2/4, Room Number 104/105, 1st Floor, Navjivan Society, Landmark : Near Minerva Theater, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/hospital/sadhu-kamal-eye-hospital-lamington-road', 'clinic_timings': ' MON - SAT 5:00 PM - 8:00 PM ', 'clinic_name': 'Sadhu Kamal Eye Hospital'}}"
437,Dr. Harish Pathak,"MBBS, MD - Ophthalmology, DNB - Ophthalmology, FRCS - General Surgery","Ophthalmologist/ Eye Surgeon, 17 Years Experience",Medical Registration Verified,100,17.0,"M.D. (Aiims) F.R.C.S ( Glassgow) Consultant Bombay Hospital Specialist In Oculoplastic & Squint Surgery<br/><br/>Dr Harish Pathak is a Consultant Ophthalmologist with a special interest in Oculoplastics and Reconstructive Surgery and Strabismus which includes disorders of the eyelid, lacrimal system and orbit and Squints.<br/><br/>Dr Pathak is a post-graduate in Ophthalmology from AIIMS, New Delhi following which he went on to acquire super-speciality training in the field of Oculoplastics and Reconstructive Surgery and Paediatric Ophthalmology. He has also undergone AIOS traveling Fellowship from Sankara Nethralaya. In 2005, he was selected as a Fellow of the Royal College of Surgeons of Glasgow (U.K) and subsequently underwent ICO fellowship training in peri-ocular plastic surgery in UK.<br/><br/>Dr Harish Pathak is one of the few Oculoplastic Surgeons in India and has a vast surgical experience (both cosmetic and corrective) whose services are sought not only in Mumbai but all over Maharashtra and other parts of the country. You can get the phone number of Dr. Harish Pathak on Practo.com.","{'1': {'city': 'Mumbai', 'locality': 'Parel', 'clinic_geo_coordinates': {'latitude': 18.99948835465603, 'longitude': 72.84002467989922}, 'clinic_address': '#2-A, Trust House, 2nd Floor, Global Hospital Annexe, Dr. E. Borges Road, Landmark: Opp. To Sirodhkar High School, Landmark : Global Hospital, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/clinic/krishna-eye-centre-parel', 'clinic_timings': ' THU 2:00 PM - 4:00 PM ', 'clinic_name': 'Krishna Eye Centre'}, '0': {'city': 'Mumbai', 'locality': 'Tardeo', 'clinic_geo_coordinates': {'latitude': 18.970629008948155, 'longitude': 72.81409710645676}, 'clinic_address': '156, Famous Cine Labs, Tardeo Road, Landmark : Behind Everest Building, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/hospital/apollo-spectra-hospitals-tardeo-1', 'clinic_timings': ' MON - SAT 9:00 AM - 9:00 PM ', 'clinic_name': 'Apollo Spectra Hospitals'}, '2': {'city': 'Thane', 'locality': 'Ulhasnagar-5', 'clinic_geo_coordinates': {'latitude': 19.199909, 'longitude': 73.168437}, 'clinic_address': 'Kailash Colony, Ulhasnagar-5, Landmark : Near Old Bus Terminus, Thane', 'clinic_url': 'https://www.practo.com/thane/hospital/swami-sarwanand-hospital-ulhasnagar-5', 'clinic_timings': ' MON 10:30 AM - 12:00 PM ', 'clinic_name': 'Swami Sarwanand Hospital'}}"
438,Dr. Pavitra Shanbhag Bhat,"Fellowship In Medical Retina And Phaco, FCPS- Ophthalmology, FRCS - General Surgery, DNB - Ophthalmology, FICOI, D.O, DOMS, MBBS","Ophthalmologist/ Eye Surgeon, 15 Years Experience",Medical Registration Verified,100,31.0,"Dr Pavitra Bhat joined Dr L H Hiranandani as a Visiting consultant in Ophthalmology in June 2006 and became a full time consultant in February 2010.<br/><br/>After completing her under graduation she did her Diploma in Ophthalmology from KEM hospital where she trained under world renowned ophthalmologists like Dr. Y. K. Dastoor and Dr. R.P. Jehangir. She comes with deep knowledge and rich experience in performing thousands of anterior segment surgeries like phacoemulsification, trabeculectomy, Keratoplasty, squint and lid surgeries. She has also performed complex surgeries in posterior segment like retinal detachments, vitrectomy, lensectomy, endolaser, silicone oil and gas injections, etc. She has completed her DNB from Lokmanya Tilak medical college and General hospital where she was posted as a Keratoplasty Registrar and went on to complete her FRCS from Glasgow and a fellowship in Medical Retina from Aravind Eye Hospital, Madurai.<br/><br/>Her Surgical expertise includes cataract surgeries with phaco procedure using no injections, and refractive lens exchange, Glaucoma surgeries (Trabeculectomy, Trabeculectomy with Mitomycin C, Combined Phaco –Trab), Squint surgeries, Keratoplasty (corneal Transplant), Lid surgeries (entropion correction, ectropion correction and ptosis surgeries, lid repairs) and Medical retina.<br/><br/>She has many accolades to her name. She received Dr G Venkataswamy Award & Gold Medal for being All India Topper in DNB, Dr. Sadhukamal Ahuja award for topping in theory of DOMS Gold Medal for topping in Diploma in Ophthalmology from Mumbai University.<br/> You can get the phone number of Dr. Pavitra Shanbhag Bhat on Practo.com.","{'0': {'city': 'Mumbai', 'locality': 'Powai', 'clinic_geo_coordinates': {'latitude': 19.120532, 'longitude': 72.917067}, 'clinic_address': 'Hill Side Avenue, Hiranandani Gardens, Hiranandani Business Park, Landmark : Opposite Powai Lake, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/hospital/dr-l-h-hiranandani-hospital-powai1', 'clinic_timings': ' MON - SAT 8:00 AM - 8:00 PM ', 'clinic_name': 'Dr. LH Hiranandani Hospital'}}"
439,Dr. Suvira Jain,"FRCS - General Surgery, DOMS","Ophthalmologist/ Eye Surgeon, 19 Years Experience",Medical Registration Verified,Not Scored,0.0,Dr. Suvira Jain is a leading Cornea Consultant of Bombay and is attached to Rushabh Eye Hospital and Laser Centre. She specialises in diagnosis and management of various corneal diseases. She is also an excellent Phaco surgeon and an excellent Phaco trainer. You can get the phone number of Dr. Suvira Jain on Practo.com.,"{'1': {'city': 'Mumbai', 'locality': 'Parel', 'clinic_geo_coordinates': {'latitude': 'NA', 'longitude': 'NA'}, 'clinic_address': '#58/60, Jehangir Merwanji Street, Landmark : Opposite Kem Hospital, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/clinic/kb-haji-bachoo-ali-charitable-ophthalmic-ent-hospital-parel', 'clinic_timings': 'Not Mentioned', 'clinic_name': 'KB Haji Bachoo Ali Charitable Ophthalmic ENT Hospital'}, '0': {'city': 'Mumbai', 'locality': 'Chembur', 'clinic_geo_coordinates': {'latitude': 19.058588944697, 'longitude': 72.893986701965}, 'clinic_address': 'Rushabh, 18th Road, Landmark : Near Ambedkar Garden, opposite Bharat Bank, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/hospital/eye-surgeon-chembur-east', 'clinic_timings': ' MON - SAT 10:00 AM - 7:00 PM ', 'clinic_name': 'Rushabh Eye Hospital & Laser Centre Pvt. Ltd.'}}"
440,Dr. Rakesh Shah,"MS - Ophthalmology, DNB - Ophthalmology, FELLOW OF RETINA FOUNDATION, MNAMS, FICO, FCPS OPHTHALMOLOGY, DOMS, MBBS","Ophthalmologist/ Eye Surgeon, 14 Years Experience",Medical Registration Verified,98,162.0,"Dr.Rakesh shah is an established name in the field of vitreoretinal,cataract and laser refractive surgeon.In the sphere of professional qualification,there is no second to the Dr.Rakesh shah.<br/>Dr.Rakesh shah has finished his SSC and HSC with merit from Maharashtra board.He has done his MBBS from Seth G S medical college and KEM hospital parel followed by DOMS and FCPS from a college of physician and surgeons,Mumbai.He has done his MS from grant medical college and Sir JJ group of hospital.Dr.Rakesh shah has done the fellowship in vitreoretina from retina foundation ,Ahmedabad.He has done the variety of short term courses and fellowship in eye banking,retinopathy of prematurity, Urea, and refractive surgery.<br/> You can get the phone number of Dr. Rakesh Shah on Practo.com.","{'1': {'city': 'Thane', 'locality': 'Naupada', 'clinic_geo_coordinates': {'latitude': 19.187402641259844, 'longitude': 72.97118844154693}, 'clinic_address': '1, Priyadarshani Apartment, Near AK Joshi Bedekar English School, Naupada, Thane', 'clinic_url': 'https://www.practo.com/thane/clinic/dr-shah-s-unique-smile-and-vision-care-clinic-naupada', 'clinic_timings': ' MON - SAT 9:00 AM - 1:15 PM2:00 PM - 9:15 PM ', 'clinic_name': ""Dr.Shah's Unique Smile and Vision Care Clinic""}, '0': {'city': 'Mumbai', 'locality': 'Mulund West', 'clinic_geo_coordinates': {'latitude': 19.17528414759137, 'longitude': 72.9571121558547}, 'clinic_address': '605, 6th Floor, Neptune - Uptown Building, N. S. Road, Landmark : Opposite Old Mulund Post Office, Mumbai', 'clinic_url': 'https://www.practo.com/mumbai/clinic/swaraashi-netralaya-mulund-west', 'clinic_timings': ' MON, WED, FRI 9:00 AM - 1:00 PM TUE, THU, SAT 9:00 AM - 1:00 PM4:00 PM - 8:00 PM ', 'clinic_name': 'Swaraashi Netralaya'}}"
